#key,Label,JLabel,LayoutId,PopRange,RandomPopRange00,RandomPopRange01,RandomPopRange02,RandomPopRange03,RandomPopRange04,RandomPopRange05,RandomPopRange06,RandomPopRange07,IdleRange,DepopRange,BNpcName,BaseId,BaseNpc,LayoutLabel,Customize,Equipment,Alias,Team,NormalAI,RelativePopBaseNpc,AppearAct,SignAct,StartAct,CompleteAct,SuccessAct,FailureAct,StartTarget,TargetName,NormalTalkEvent,StartTalkEvent,TradeTalkEvent,RuleExTalkEvent,DeadGimmickAction,GimmickTalkEvent,GimmickTalkGimmickAction,EventAction,EventActionGimmickAction,BeforeStartYell,RunningYell,WaitEndYell,BattleYell,DyingYell,DeadReinforcementGroup,AppearYell,EscapeYell,DeadYell,SuccessYell,FailureYell,FateOrder,LifeTime,Channeling,ChannelingStatus,OwnerNpc,FollowTargetNpc,NpcReplace,EntryType,ParamBonus,AIType,BossAI,MoveAI,ContinueMoveAI,ActiveType,PopDirectionType,RelativePopType,RepopTime,DistributeType,Contribution,CreateHideType,WanderingRange,TerritoryRadius,DyingHpRate,DyingType,DyingTargetStatus,MoveSpeed,Link,TargetStatus,ForceBattle,Collision,PriorityActorType,FollowerFormation,LocalProgress,InvisibilityGroup,TodoCountIndex,LayoutPopCondition,IsENpcMode,IsTurn,IsObjective,IsRepop,IsDyingENpc,Immortal,NeedLvSync,FixedHpRate,IsAccessRestraint
#キー,ラベル,日本語ラベル,配置ID,ポップレンジ,ポップレンジ,ポップレンジ,ポップレンジ,ポップレンジ,ポップレンジ,ポップレンジ,ポップレンジ,ポップレンジ,出現用レンジ,撤退用レンジ,BNPC名前,ベースID,引き継ぎ元のNPC,レイアウトラベル,カスタマイズ,装備,別名,チーム,通常思考,相対ポップ基準NPC,出現行動,予兆行動,開始行動,達成行動,成功行動,失敗行動,初期ターゲット,ターゲット名,通常トークイベント,FATE開始トークイベント,納品トークイベント,ルール拡張トークイベント,死亡時ギミックアクション,ギミックトークイベント,ギミックトークはい選択時ギミックアクション,イベントアクション,イベントアクション成功時ギミックアクション,開始前エール,FATE発生中エール,終了待ち中エール,バトル中エール,瀕死中エール,死亡時に呼ぶ増援グループ,出現エール,撤退エール,死亡エール,FATE成功エール,FATE失敗エール,命令,寿命,チャネリング対象,チャネリングステータス,オーナーNPC,追従対象NPC,置換ラベル,エントリータイプ,パラメータ補正,AIタイプ,ボスAI,移動AIタイプ,引き継ぎ用移動AIタイプ,アクティブタイプ,ポップ向きタイプ,相対ポップタイプ,リポップ時間,貢献度タイプ,貢献ポイント,不可視ポップタイプ,ワンダリング距離,なわばり半径,瀕死にするHP率,瀕死時行動タイプ,瀕死時ターゲット状態,移動速度,リンク,ターゲット状態,強制バトル,コリジョン,優先アクタータイプ,追従者隊形,ローカル進行度,不可視グループ,TODO用のカウンタインデックス,レイアウトポップ条件,ENPCモード？,ターン,目的となる相手？,リポップする？,瀕死時ENPC化,不死身,レベルシンクしないと使えない,HP倍率固定,アクセス抑制
#Key,keyAlias,keyDevcode,"lookup(LevelReference,key)|u_int","lookup(LevelReference,key)|u_int","lookup(LevelReference,key)|u_int","lookup(LevelReference,key)|u_int","lookup(LevelReference,key)|u_int","lookup(LevelReference,key)|u_int","lookup(LevelReference,key)|u_int","lookup(LevelReference,key)|u_int","lookup(LevelReference,key)|u_int","lookup(LevelReference,key)|u_int","lookup(LevelReference,key)|u_int","lookup(LevelReference,key)|u_int","lookup(BNpcName,key)","lookup(BNpcBase, key) | lookup(ENpcBase, key) | lookup(EObj, key)","lookup(FateNpc,key)|u_int16","lookup(FateLayoutLabel,key)|u_int16","lookup(BNpcCustomize, key) | u_int16","lookup(NpcEquip, key) | u_int16","lookup(FateNpcAlias,key)|u_int16","lookup(FateParam,param)|u_int16","lookup(Gambit, key) | lookup(Behavior, key)  | lookup(FateParam,param) | u_int16","lookup(FateNpc,key)|u_int16","lookup(FateAct,key)|u_int16","lookup(FateAct,key)|u_int16","lookup(FateAct,key)|u_int16","lookup(FateAct,key)|u_int16","lookup(FateAct,key)|u_int16","lookup(FateAct,key)|u_int16","lookup(FateTargetList,key)|u_int16","lookup(FateTarget,key)|u_int16","lookup(FateEvent,key)|u_int16","lookup(FateEvent,key)|u_int16","lookup(FateEvent,key)|u_int16","lookup(FateEvent,key)|u_int16","lookup(FateGimmickAction, key) | u_int16","lookup(FateEvent,key)|u_int16","lookup(FateGimmickAction, key) | u_int16","lookup(EventAction,key)|u_int16","lookup(FateGimmickAction, key) | u_int16","lookup(FateArrayNpcYell,key)|u_int16","lookup(FateArrayNpcYell,key)|u_int16","lookup(FateArrayNpcYell,key)|u_int16","lookup(FateArrayNpcYell,key)|u_int16","lookup(FateArrayNpcYell,key)|u_int16","lookup(FatePopGroup,key)|u_int16","lookup(NpcYell,key)|u_int16","lookup(NpcYell,key)|u_int16","lookup(NpcYell,key)|u_int16","lookup(NpcYell,key)|u_int16","lookup(NpcYell,key)|u_int16","lookup(FateOrder,key)|u_int16",u_int16,"lookup(FateNpc,key)|u_int16","lookup(StatusParam, key)|u_int16","lookup(FateNpc, key) | u_int16","lookup(FateNpc, key) | u_int16","lookup(FateNpcReplace,key)|u_int8","lookup(FateNpcType,key)|u_int8","lookup(FateNpcParamBonus, key) | u_int8","lookup(FateAIType, key) | u_int8","lookup(FateBossAI,key)|u_int8","lookup(MoveAI,key)|u_int8","lookup(MoveAI, key) | lookup(FateParam,param) | u_int8","lookup(ActiveType,key)|u_int8","lookup(FatePopDirectionType, key) | u_int8","lookup(FateRelativePopType,key)|u_int8",u_int8,"lookup(FateContributionType,key)|u_int8",u_int8,"lookup(FateCreateHideType, key) | u_int8",u_int8,u_int8,u_int8,"lookup(FateDyingType,key) | u_int8","lookup(FateParam, param) | u_int8","lookup(FateMoveType, key) | u_int8","lookup(FateNpcLink,key)|u_int8","lookup(FateParam,param)|u_int8","lookup(FateParam,param)|u_int8","lookup(FateParam,param)|u_int8","lookup(FateParam, param) | u_int8","lookup(FateFollowFormation, key) | u_int8","lookup(FateParam, param) | u_int8",u_int8,int8,boolean,boolean,boolean,boolean,boolean,boolean,boolean,boolean,boolean,boolean
1474,F1F1_Firefall_2013_001_ALLY_001_002,F1F1_Firefall_2013_001_味方_001_002,0,4325222,0,0,0,0,0,0,0,0,0,0,1643,2163,0,0,0,0,0,0,0,0,649,0,0,0,1,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,100,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,1,0,0,1,0,0
1475,F1F1_Firefall_2013_001_ALLY_001_003,F1F1_Firefall_2013_001_味方_001_003,0,4325223,0,0,0,0,0,0,0,0,0,0,1643,2181,0,0,0,0,0,0,0,0,649,0,0,0,1,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,100,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,1,0,0,1,0,0
1476,F1F1_Firefall_2013_001_ALLY_001_004,F1F1_Firefall_2013_001_味方_001_004,0,4325224,0,0,0,0,0,0,0,0,0,0,1643,2182,0,0,0,0,0,0,0,0,649,0,0,0,1,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,100,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,1,0,0,1,0,0
1477,F1F4_Firefall_2013_001_ENEMY_001_001,F1F4_Firefall_2013_001_敵_001_001,4325238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,47,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,1,20,0,10,100,0,1,0,1,0,0,1,0,0,0,255,0,-1,0,0,0,1,0,0,0,1,1,0
1478,F1F4_Firefall_2013_001_ENEMY_001_002,F1F4_Firefall_2013_001_敵_001_002,0,4325232,0,0,0,0,0,0,0,0,0,0,1642,2088,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,255,0,0,0,0,0,2,0,10,60,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,0,1,0,0,1,0,0
1479,,F1F4_Firefall_2013_001_バルーン_001_001,4325239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,90,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,1,0,0,1,0,0,1,0,0
1480,,F1F4_Firefall_2013_001_バルーン_001_002,4325240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,90,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,1,0,0,1,0,0,1,0,0
1481,,F1F4_Firefall_2013_001_バルーン_001_003,4325241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,90,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,1,0,0,1,0,0,1,0,0
1482,,F1F4_Firefall_2013_001_バルーン_001_004,4325242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,90,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,1,0,0,1,0,0,1,0,0
1483,F1F4_Firefall_2013_001_ALLY_001_001,F1F4_Firefall_2013_001_味方_001_001,0,4325233,0,0,0,0,0,0,0,0,0,0,1643,2162,0,0,0,0,0,0,0,0,649,0,0,0,1,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,100,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,1,0,0,1,0,0
1484,F1F4_Firefall_2013_001_ALLY_001_002,F1F4_Firefall_2013_001_味方_001_002,0,4325234,0,0,0,0,0,0,0,0,0,0,1643,2163,0,0,0,0,0,0,0,0,649,0,0,0,1,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,100,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,1,0,0,1,0,0
1485,F1F4_Firefall_2013_001_ALLY_001_003,F1F4_Firefall_2013_001_味方_001_003,0,4325235,0,0,0,0,0,0,0,0,0,0,1643,2181,0,0,0,0,0,0,0,0,649,0,0,0,1,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,100,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,1,0,0,1,0,0
1486,F1F4_Firefall_2013_001_ALLY_001_004,F1F4_Firefall_2013_001_味方_001_004,0,4325236,0,0,0,0,0,0,0,0,0,0,1643,2182,0,0,0,0,0,0,0,0,649,0,0,0,1,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,100,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,1,0,0,1,0,0
1487,,F1F1_029_開始NPC_001,4326449,0,0,0,0,0,0,0,0,0,0,4328124,0,0,0,0,0,0,0,0,0,0,2,0,0,1060,1,1,0,0,185,184,186,0,0,0,0,0,0,0,0,0,0,0,0,1715,0,0,1716,1717,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,1,0,1,1,0,0,1,0,0
1488,,F1F1_029_収集アイテム_001_001,4326452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,1,0,0,1,0,0
1489,,F1F1_029_収集アイテム_001_002,4326453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,1,0,0,1,0,0
1490,,F1F1_029_収集アイテム_001_003,4326454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,1,0,0,1,0,0
1491,,F1F1_029_収集アイテム_001_004,4326455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,1,0,0,1,0,0
1492,,F1F1_029_収集アイテム_001_005,4327283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,1,0,0,1,0,0
1493,,F1F1_029_収集アイテム_001_006,4327285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,1,0,0,1,0,0
1494,,F1F1_029_敵_001_001,0,4328127,0,0,0,0,0,0,0,0,0,0,48,48,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,15,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,1,0,0,1,0,0
1495,,F1F1_029_敵_001_002,0,4328128,0,0,0,0,0,0,0,0,0,0,48,48,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,15,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,1,0,0,1,0,0
1496,,F1F1_029_敵_001_003,0,4328131,0,0,0,0,0,0,0,0,0,0,48,48,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,15,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,1,0,0,1,0,0
1497,,F1F1_029_敵_001_004,0,4328133,0,0,0,0,0,0,0,0,0,0,48,48,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,15,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,1,0,0,1,0,0
1498,W1F4_034_ENEMY_001_001,W1F4_034_敵_001_001,4328120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1259,1262,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,10,1,0,1,0,0,0,0,0,0,255,0,-1,0,1,0,1,1,0,0,1,0,0
1499,W1F4_034_ENEMY_001_002,W1F4_034_敵_001_002,4328121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1260,1264,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,10,1,0,1,0,0,0,0,0,0,255,0,-1,0,1,0,1,1,0,0,1,0,0
1500,W1F4_034_ENEMY_001_003,W1F4_034_敵_001_003,4328122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1261,1266,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,10,1,0,1,0,0,0,0,0,0,255,0,-1,0,1,0,1,1,0,0,1,0,0
1501,W1F4_034_ACT_001_001,W1F4_034_演技_001_001,4314300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1357,1361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,1,0,1,1,0,0,1,0,0
1502,W1F4_034_ACT_001_002,W1F4_034_演技_001_002,4314308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1358,1362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,1,0,1,1,0,0,1,0,0
1503,W1F4_034_ACT_001_003,W1F4_034_演技_001_003,4314311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1359,1363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,1,1,1,1,0,0,1,0,0
1504,W1F4_034_ACT_001_004,W1F4_034_演技_001_004,4314312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1360,1364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,1,0,1,1,0,0,1,0,0
1505,W1F4_034_ALLY_001_001,W1F4_034_味方_001_001,4328153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1217,0,0,0,1249,1272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,10,1,0,1,0,0,0,0,0,0,255,0,-1,0,1,0,1,1,0,0,1,0,0
1506,W1F4_034_ALLY_001_002,W1F4_034_味方_001_002,4328159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1251,1273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,10,1,0,1,0,0,0,0,0,0,255,0,-1,0,1,0,1,1,0,0,1,0,0
1507,W1F4_034_ALLY_001_003,W1F4_034_味方_001_003,4328161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1253,1274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,10,1,0,1,0,0,0,0,0,0,255,0,-1,0,1,0,1,1,0,0,1,0,0
1508,W1F4_034_ENEMY_002_001,W1F4_034_敵_002_001,0,4328180,0,0,0,0,0,0,0,0,4328182,4328180,337,367,0,0,0,0,0,0,0,0,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,1,0,0,1,0,0
1509,W1F4_034_ENEMY_002_002,W1F4_034_敵_002_002,0,4328180,0,0,0,0,0,0,0,0,4328182,4328180,338,368,0,0,0,0,0,0,0,0,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,1,0,0,1,0,0
1510,W1F4_034_ENEMY_002_003,W1F4_034_敵_002_003,0,4328180,0,0,0,0,0,0,0,0,4328182,4328180,339,369,0,0,0,0,0,0,0,0,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,1,0,0,1,0,0
1511,,F1F3_027_開始NPC_001,4328349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1275,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,2,0,2,0,0,255,0,-1,0,1,0,1,0,0,0,1,0,0
1512,,F1F3_027_敵_001_001,4328362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1283,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,196,0,197,0,0,0,0,0,1798,1804,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,1,0,1,0,0,0,1,0,0
1513,,F1F3_027_敵_001_002,4328363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1284,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,196,0,197,0,0,0,0,0,1799,1805,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,1,0,1,0,0,0,1,0,0
1514,,F1F3_027_敵_002_001,0,4328386,0,0,0,0,0,0,0,0,4328387,4328391,52,84,0,0,0,0,0,0,30078,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,196,0,197,0,0,0,0,0,1798,1804,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,1,0,0,1,0,0
1515,,F1F3_027_敵_002_002,0,4328386,0,0,0,0,0,0,0,0,4328387,4328391,83,87,0,0,0,0,0,0,30078,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,196,0,197,0,0,0,0,0,1799,1805,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,1,0,0,1,0,0
1516,,F1F3_027_敵_002_003,0,4328386,0,0,0,0,0,0,0,0,4328388,4328391,52,84,0,0,0,0,0,0,30078,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,196,0,197,0,0,0,0,0,1800,1806,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,1,0,0,1,0,0
1517,,F1F3_027_敵_002_004,0,4328386,0,0,0,0,0,0,0,0,4328388,4328391,83,87,0,0,0,0,0,0,30078,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,196,0,197,0,0,0,0,0,1801,1807,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,1,0,0,1,0,0
1518,,F1F3_027_敵_002_005,0,4328386,0,0,0,0,0,0,0,0,4328389,4328391,52,84,0,0,0,0,0,0,30078,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,196,0,197,0,0,0,0,0,1802,1808,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,1,0,0,1,0,0
1519,,F1F3_027_敵_002_006,0,4328386,0,0,0,0,0,0,0,0,4328389,4328391,83,87,0,0,0,0,0,0,30078,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,196,0,197,0,0,0,0,0,1803,1809,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,1,0,0,1,0,0
1520,,W1F5_027_演技_001_001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1391,0,0,0,0,0,30281,0,2,1285,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,1,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,0,0,0,0,1,0,0
1521,,W1F5_025_敵_001_002,4328449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,255,0,0,0,0,0,2,0,10,0,0,1,0,1,0,0,0,0,0,0,255,0,-1,0,0,0,1,0,0,0,1,0,0
